Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2022Q1,HARBOUR VIEW GARDENS,5,4.54,5.13,5.34
2022Q1,HARBOURLIGHTS,4,3.46,3.84,4.25
2022Q1,HAWAII TOWER,15,1.96,2.23,2.45
2022Q1,HAZEL PARK CONDOMINIUM,23,2.02,2.32,2.55
2022Q1,HEDGES PARK CONDOMINIUM,17,2.89,3.27,3.53
2022Q1,HELIOS RESIDENCES,9,4.07,4.62,5.07
2022Q1,HERITAGE VIEW,5,3.23,3.52,3.7
2022Q1,HIGH PARK RESIDENCES,28,3.46,3.89,4.28
2022Q1,HIGH STREET CENTRE,6,6.44,7.53,8.61
2022Q1,HIGHLINE RESIDENCES,3,5.83,6.13,6.48
2022Q1,HILLBROOKS,23,2.14,2.45,2.59
2022Q1,HILLION RESIDENCES,23,4.06,4.43,4.86
2022Q1,HILLSTA,23,3.07,3.42,3.86
2022Q1,HILLTOPS,9,5.85,6.47,7.1
2022Q1,HILLVIEW 128,23,2.43,2.73,3.0
2022Q1,HILLVIEW GREEN,21,2.02,2.17,2.34
2022Q1,HILLVIEW HEIGHTS,23,2.44,2.7,3.01
2022Q1,HILLVIEW REGENCY,23,2.43,2.65,2.92
2022Q1,HOLLAND GEMS,10,2.74,2.76,2.87
2022Q1,HOLLAND PEAK,10,2.44,2.67,3.28
2022Q1,HORIZON TOWERS,9,2.41,2.63,2.81
2022Q1,HUME PARK I,21,2.08,2.3,2.43
2022Q1,HUME PARK II,21,2.16,2.29,2.4
2022Q1,HUNDRED TREES,5,3.24,3.63,4.11
2022Q1,ICON,2,5.05,5.4,5.73
2022Q1,ILLUMINAIRE ON DEVONSHIRE,9,5.55,5.83,6.27
2022Q1,INTERNATIONAL PLAZA,2,2.71,3.21,3.49
2022Q1,J GATEWAY,22,4.91,5.31,5.73
2022Q1,JADE RESIDENCES,19,3.7,4.37,4.52
2022Q1,JERVOIS LODGE,10,2.77,3.07,3.36
2022Q1,JEWEL @ BUANGKOK,19,3.21,3.72,4.39
2022Q1,JUI RESIDENCES,12,4.43,4.99,5.14
2022Q1,KALLANG RIVERSIDE,12,4.79,5.01,5.24
2022Q1,KAP RESIDENCES,21,3.86,4.17,4.61
2022Q1,KATONG REGENCY,15,4.03,4.38,5.0
2022Q1,KEMBANGAN SUITES,14,3.73,4.18,4.46
2022Q1,KENSINGTON SQUARE,19,3.06,3.42,3.73
2022Q1,KERRISDALE,8,3.18,3.23,3.34
2022Q1,KIM SIA COURT,9,2.48,2.7,2.99
2022Q1,KINGSFORD . HILLVIEW PEAK,23,3.65,4.13,4.55
2022Q1,KINGSFORD WATERBAY,19,3.38,3.83,4.16
2022Q1,KOVAN MELODY,19,2.95,3.1,3.32
2022Q1,KOVAN REGENCY,19,3.39,3.89,4.39
2022Q1,KOVAN RESIDENCES,19,3.09,3.26,3.42
2022Q1,KUM HING COURT,10,2.05,2.21,2.68
2022Q1,L'VIV,11,4.7,5.03,5.19
2022Q1,LA BRISA,14,3.69,3.95,4.52
2022Q1,LA CRYSTAL,9,3.2,3.38,3.57
2022Q1,LA FIESTA,19,3.14,3.55,3.89
2022Q1,LA VIDA @ 130,15,3.46,4.08,4.42
2022Q1,LAKE GRANDE,22,4.04,4.65,5.01
2022Q1,LAKEHOLMZ,22,2.51,2.89,3.04
2022Q1,LAKEVILLE,22,3.77,4.02,4.3
2022Q1,LAUREL TREE,23,5.27,5.62,5.86
2022Q1,LE CRESCENDO,14,2.74,2.95,3.22
2022Q1,LE QUEST,23,4.14,4.56,4.78
2022Q1,LE REGAL,14,4.19,4.83,5.5
2022Q1,LEEDON RESIDENCE,10,4.74,5.0,5.39
2022Q1,LEICESTER SUITES,13,4.52,5.14,5.3
2022Q1,LEONIE CONDOTEL,9,3.16,3.29,3.37
2022Q1,LEONIE TOWERS,9,2.37,2.53,2.82
2022Q1,LIBERTE,10,4.39,4.61,4.89
2022Q1,LINCOLN SUITES,11,4.5,5.3,5.85
2022Q1,LIV ON SOPHIA,9,5.38,5.72,5.81
2022Q1,LIVIA,18,2.36,2.57,2.73
2022Q1,LLOYD SIXTYFIVE,9,5.61,5.85,6.51
2022Q1,LOFT @ NATHAN,10,4.82,5.31,5.81
2022Q1,LOTUS AT JOO CHIAT,15,3.13,3.96,4.69
2022Q1,LOTUS AT PAYA LEBAR (EAST WING),14,3.28,4.31,5.16
2022Q1,LOYANG VALLEY,17,1.71,1.93,2.16
2022Q1,LUCKY PLAZA APARTMENTS,9,3.36,4.34,4.41
2022Q1,LUMIERE,2,4.72,4.91,5.29
2022Q1,MANDARIN GARDENS,15,2.56,2.85,3.14
2022Q1,MAPLE WOODS,21,2.93,3.17,3.39
2022Q1,MARGARET VILLE,3,5.47,5.76,6.07
2022Q1,MARINA BAY RESIDENCES,1,5.46,5.88,6.11
2022Q1,MARINA BAY SUITES,1,4.41,4.65,4.81
2022Q1,MARINA COLLECTION,4,3.66,3.71,4.44
2022Q1,MARINA ONE RESIDENCES,1,5.16,5.42,5.82
2022Q1,MARINE BLUE,15,4.06,4.36,4.72
2022Q1,MARTIN MODERN,9,6.54,6.78,6.96
2022Q1,MARTIN NO 38,9,5.61,6.19,6.53
2022Q1,MARTIN PLACE RESIDENCES,9,4.93,5.07,5.38
2022Q1,MAYSPRINGS,23,2.08,2.38,2.93
2022Q1,MEADOWS @ PEIRCE,26,2.3,2.64,3.2
2022Q1,MELVILLE PARK,18,2.38,2.51,2.72
2022Q1,MERA SPRINGS,8,3.08,3.1,3.17
2022Q1,MERAPRIME,3,4.55,4.6,4.69
2022Q1,MERAWOODS,23,1.94,2.07,2.43
2022Q1,MI CASA,23,2.32,2.37,2.42
2022Q1,MIDTOWN RESIDENCES,19,3.85,4.05,4.29
2022Q1,MILL POINT,10,4.24,4.37,4.95
2022Q1,MILLAGE,14,3.8,4.33,4.65
2022Q1,MIRAGE TOWER,9,3.14,3.36,4.24
2022Q1,MY MANHATTAN,18,3.29,3.63,4.01
2022Q1,NATURA@HILLVIEW,23,3.72,4.02,4.53
2022Q1,NEPTUNE COURT,15,1.89,2.17,2.46
2022Q1,NEWTON 18,11,3.88,4.43,4.88
2022Q1,NEWTON EDGE,9,3.91,4.32,4.99
2022Q1,NEWTON GEMS,11,3.59,3.75,3.98
2022Q1,NEWTON SUITES,11,4.52,5.01,5.21
2022Q1,NIN RESIDENCE,13,3.38,3.78,4.22
2022Q1,NINE RESIDENCES,27,3.21,3.59,3.75
2022Q1,NINETEEN SHELFORD ROAD,11,3.09,3.44,3.78
2022Q1,NORTH PARK RESIDENCES,27,4.24,4.54,5.07
2022Q1,NORTHVALE,23,2.13,2.33,2.64
2022Q1,NOTTINGHILL SUITES,21,4.36,4.77,5.16
2022Q1,NOVENA REGENCY,11,4.3,4.67,5.08
2022Q1,NOVENA SUITES,11,3.8,4.05,4.65
2022Q1,NV RESIDENCES,18,2.65,2.88,3.56
2022Q1,OASIS @ ELIAS,18,2.22,2.63,2.86
2022Q1,OCEAN PARK,15,2.46,2.84,2.94
2022Q1,OKIO,12,4.42,4.68,5.22
2022Q1,OLEANAS RESIDENCE,9,2.97,3.3,3.51
2022Q1,OLEANDER TOWERS,12,2.98,3.13,3.45
2022Q1,ONE AMBER,15,3.37,3.56,4.15
2022Q1,ONE DUSUN RESIDENCES,12,4.05,4.36,4.57
2022Q1,ONE JERVOIS,10,3.84,4.04,4.29
2022Q1,ONE LEICESTER,13,2.58,2.8,3.04
2022Q1,ONE SHENTON,1,4.23,4.54,5.14
2022Q1,ONE-NORTH RESIDENCES,5,3.96,4.24,4.73
2022Q1,OPTIMA @ TANAH MERAH,16,3.29,3.51,3.84
2022Q1,ORCHARD SCOTTS,9,3.95,4.16,4.63
2022Q1,ORCHID PARK CONDOMINIUM,27,2.17,2.4,2.78
2022Q1,OUE TWIN PEAKS,9,5.77,6.16,6.5
2022Q1,PALM GARDENS,23,2.04,2.24,2.49
2022Q1,PALM ISLES,17,2.53,2.99,3.58
2022Q1,PALM SPRING,10,3.01,3.3,3.38
2022Q1,PANDAN VALLEY,21,1.9,2.14,2.26
2022Q1,PARBURY HILL CONDOMINIUM,16,1.99,2.27,2.58
2022Q1,PARC CENTROS,19,3.08,4.06,4.67
2022Q1,PARC ELEGANCE,15,4.01,4.27,4.88
2022Q1,PARC EMILY,9,4.24,4.74,5.24
2022Q1,PARC HAVEN,12,2.95,3.12,4.03
2022Q1,PARC IMPERIAL,5,5.02,5.27,5.77
2022Q1,PARC OASIS,22,2.38,2.63,2.95
2022Q1,PARC OLYMPIA,17,2.78,3.02,3.86
2022Q1,PARC PALAIS,21,2.28,2.48,2.6
2022Q1,PARC RIVIERA,5,4.04,4.34,4.75
2022Q1,PARC ROSEWOOD,25,3.56,3.79,4.31
2022Q1,PARC SOPHIA,9,4.04,4.48,4.88
2022Q1,PARC VERA,19,2.64,2.83,3.2
2022Q1,PARC VISTA,22,2.34,2.54,2.69
2022Q1,PARK EAST,15,2.18,2.39,2.61
2022Q1,PARK INFINIA AT WEE NAM,11,4.41,4.7,5.03
2022Q1,PARK PLACE RESIDENCES AT PLQ,14,5.26,5.69,5.99
2022Q1,PARKVIEW APARTMENTS,23,2.25,2.32,2.67
2022Q1,PARVIS,10,3.96,4.39,4.82
2022Q1,PASTORAL VIEW,11,3.09,3.36,3.53
2022Q1,PATERSON RESIDENCE,9,4.14,4.4,4.58
2022Q1,PATERSON SUITES,9,4.22,4.54,4.76
2022Q1,PAVILION 11,11,3.33,3.5,3.9
2022Q1,PEBBLE BAY,15,3.38,3.53,3.69
2022Q1,PEOPLE'S PARK COMPLEX,1,2.37,3.24,4.52
2022Q1,PINNACLE 16,12,3.83,3.93,4.17
2022Q1,POLLEN & BLEU,10,4.11,4.39,5.01
2022Q1,PRESTIGE HEIGHTS,12,5.29,5.69,5.88
2022Q1,PRESTO@UPPER SERANGOON,19,4.19,4.64,4.85
2022Q1,PRINCIPAL GARDEN,3,5.22,5.63,5.99
2022Q1,Q BAY RESIDENCES,18,2.72,3.34,3.82
2022Q1,QUEENS,3,3.52,3.69,3.9
2022Q1,QUEENS PEAK,3,4.87,5.65,6.21
2022Q1,QUESTA @ DUNMAN,15,3.59,3.7,3.95
2022Q1,REFLECTIONS AT KEPPEL BAY,4,4.29,4.57,4.93
2022Q1,REGENCY PARK,10,3.01,3.15,3.46
2022Q1,REGENT GROVE,23,2.31,2.41,2.69
2022Q1,REGENT HEIGHTS,23,2.35,2.43,2.62
2022Q1,REGENT PARK,5,2.65,2.84,3.1
2022Q1,REGENT RESIDENCES,12,3.25,3.48,4.5
2022Q1,REGENTVILLE,19,2.26,2.45,2.88
2022Q1,RESIDENCES @ EVELYN,11,3.92,4.04,4.15
2022Q1,RESIDENCES @ KILLINEY,9,4.71,4.93,5.19
2022Q1,REZI 26,14,3.64,4.51,4.99
2022Q1,RICHMOND PARK,9,3.74,3.91,4.23
2022Q1,RIDGEWOOD,10,2.23,2.43,2.69
2022Q1,RIO VISTA,19,2.16,2.38,2.63
2022Q1,RIPPLE BAY,18,2.97,3.1,3.61
2022Q1,RIS GRANDEUR,18,2.16,2.32,2.67
2022Q1,RIVER ISLES,19,2.49,3.12,3.45
2022Q1,RIVER PLACE,3,3.63,3.95,4.29
2022Q1,RIVERBANK @ FERNVALE,28,2.96,3.17,3.74
2022Q1,RIVEREDGE,15,3.79,3.9,4.23
2022Q1,RIVERGATE,9,4.62,4.88,5.36
2022Q1,RIVERSAILS,19,2.6,3.06,3.56
2022Q1,RIVERSIDE 48,9,3.77,3.9,4.03
2022Q1,RIVERSOUND RESIDENCE,19,2.39,2.87,3.63
2022Q1,RIVERTREES RESIDENCES,28,2.76,3.13,3.71
2022Q1,RIVERVALE CREST,19,2.07,2.24,2.65
2022Q1,RIVIERA 38,12,3.36,4.46,4.76
2022Q1,ROBERTSON 100,9,4.32,4.48,4.7
2022Q1,ROBERTSON EDGE,9,5.81,6.04,6.97
2022Q1,ROBIN RESIDENCES,10,4.78,5.62,6.41
2022Q1,ROBIN SUITES,10,5.1,5.6,6.27
2022Q1,ROBINSON SUITES,1,5.37,5.64,5.97
2022Q1,ROCHELLE AT NEWTON,11,3.97,4.13,4.24
2022Q1,ROYALGREEN,10,5.62,6.04,6.35
2022Q1,RV EDGE,10,5.25,5.78,6.22
2022Q1,RV RESIDENCES,10,4.99,5.52,6.0
2022Q1,RV SUITES,10,4.42,4.83,5.34
2022Q1,SAM KIANG MANSIONS,9,2.82,2.98,3.15
2022Q1,SANCTUARY GREEN,15,3.2,3.45,3.66
2022Q1,SANT RITZ,13,4.15,4.4,4.65
2022Q1,SAVANNAH CONDOPARK,18,2.37,2.52,2.71
2022Q1,SCOTTS SQUARE,9,6.14,6.97,7.66
2022Q1,SEA ESTA,18,2.59,3.06,3.54
2022Q1,SEAHILL,5,3.81,4.03,4.57
2022Q1,SEASCAPE,4,4.19,4.53,4.7
2022Q1,SEASIDE RESIDENCES,15,5.14,5.58,6.26
2022Q1,SEASONS PARK,26,2.15,2.44,2.71
2022Q1,SEASONS VIEW,20,2.56,2.8,3.07
2022Q1,SEASTRAND,18,2.62,2.83,3.15
2022Q1,SEASUITES,5,3.63,3.91,4.14
2022Q1,SELETAR PARK RESIDENCE,28,2.51,2.95,3.31
2022Q1,SELETAR SPRINGS CONDOMINIUM,28,2.1,2.37,2.55
2022Q1,SENNETT ESTATE,13,1.56,1.92,2.35
2022Q1,SENNETT RESIDENCE,13,3.83,4.2,4.35
2022Q1,SHANGRI-LA RESIDENCES,10,4.94,5.16,6.68
2022Q1,SHERWOOD TOWER,21,1.86,2.0,2.85
2022Q1,SIGLAP V,15,3.32,3.68,3.92
2022Q1,SIGNATURE PARK,21,2.24,2.38,2.61
2022Q1,SILVERSEA,15,4.06,4.29,4.71
2022Q1,SIMS URBAN OASIS,14,4.36,4.65,5.15
2022Q1,SIMSVILLE,14,2.86,3.07,3.28
2022Q1,SKIES MILTONIA,27,2.44,2.93,3.09
2022Q1,SKY GREEN,13,3.18,4.24,4.75
2022Q1,SKY HABITAT,20,3.63,3.81,4.28
2022Q1,SKY VUE,20,3.98,4.47,4.77
2022Q1,SKY@ELEVEN,11,3.55,3.65,3.87
2022Q1,SKYLINE RESIDENCES,4,4.11,4.65,5.85
2022Q1,SKYSUITES17,12,4.72,4.96,5.31
2022Q1,SKYSUITES@ANSON,2,6.0,6.58,7.53
2022Q1,SOLEIL @ SINARAN,11,5.1,5.52,5.92
2022Q1,SOMMERVILLE GRANDEUR,10,2.79,2.91,3.17
2022Q1,SOMMERVILLE PARK,10,2.79,3.38,3.79
2022Q1,SOPHIA HILLS,9,4.88,5.48,5.72
2022Q1,SOPHIA RESIDENCE,9,3.95,4.31,4.61
2022Q1,SOUTH BEACH RESIDENCES,7,6.73,6.91,7.12
2022Q1,SOUTHAVEN II,21,1.93,2.08,2.47
2022Q1,SOUTHBANK,7,4.18,4.56,4.8
2022Q1,SPACE @ KOVAN,19,4.01,4.32,4.58
2022Q1,SPANISH VILLAGE,10,2.37,2.71,3.21
2022Q1,SPOTTISWOODE 18,2,5.04,5.94,6.19
2022Q1,SPOTTISWOODE PARK,2,2.61,2.94,3.79
2022Q1,SPOTTISWOODE RESIDENCES,2,4.54,4.81,5.14
2022Q1,SPOTTISWOODE SUITES,2,5.15,5.6,5.9
2022Q1,SPRING GROVE,10,3.34,3.64,3.85
2022Q1,SPRINGDALE CONDOMINIUM,21,2.51,2.68,2.9
2022Q1,ST REGIS RESIDENCES SINGAPORE,10,4.7,4.93,5.5
2022Q1,ST THOMAS SUITES,9,4.36,4.54,4.78
2022Q1,STARLIGHT SUITES,9,4.08,4.5,4.85
2022Q1,STARS OF KOVAN,19,4.29,4.74,5.01
2022Q1,STARVILLE,14,2.39,2.47,2.88
2022Q1,STELLAR RV,10,4.46,4.83,5.11
2022Q1,STRATA,11,4.12,4.89,5.24
2022Q1,STRATFORD COURT,16,2.37,2.5,2.7
2022Q1,STRATUM,18,2.94,3.69,3.93
2022Q1,STURDEE RESIDENCES,8,4.87,5.34,5.96
2022Q1,SUITES @ CAIRNHILL,9,4.63,4.84,4.9
2022Q1,SUITES @ EASTCOAST,15,4.41,4.91,5.46
2022Q1,SUITES @ GUILLEMARD,15,3.75,3.95,5.24
2022Q1,SUITES @ NEWTON,11,4.48,4.81,4.86
2022Q1,SUITES @ PAYA LEBAR,19,4.36,4.65,5.17
2022Q1,SUITES @ SIMS,14,4.75,5.57,5.88
2022Q1,SUITES AT BUKIT TIMAH,21,3.97,4.28,4.82
2022Q1,SUITES AT ORCHARD,9,5.31,5.92,6.46
2022Q1,SUITES DE LAUREL,21,3.78,4.26,4.44
2022Q1,SUITES@ KATONG,15,4.07,4.86,5.24
2022Q1,SUMMERHILL,21,2.61,2.8,3.18
2022Q1,SUNGLADE,19,2.91,3.13,3.3
2022Q1,SUNHAVEN,16,2.14,2.23,2.52
2022Q1,SYMPHONY HEIGHTS,21,2.25,2.62,2.91
2022Q1,SYMPHONY SUITES,27,2.99,3.28,3.7
2022Q1,TANAMERA CREST,16,2.11,2.26,2.73
2022Q1,TANGLIN PARK,10,3.34,3.6,3.93
2022Q1,TANGLIN REGENCY,10,3.53,3.74,4.03
2022Q1,TANGLIN VIEW,3,3.31,3.59,3.84
2022Q1,TANJONG RIA CONDOMINIUM,15,2.65,2.82,3.79
2022Q1,TERESA VILLE,4,1.9,2.08,2.2
2022Q1,TERRASSE,19,2.91,3.29,3.59
2022Q1,TERRENE AT BUKIT TIMAH,21,3.13,3.38,3.66
2022Q1,THE ALPS RESIDENCES,18,3.53,3.85,4.17
2022Q1,THE ANCHORAGE,3,2.63,2.88,3.03
2022Q1,THE ANSLEY,11,3.38,3.74,3.96
2022Q1,THE ARTE,12,2.67,3.08,3.41
2022Q1,THE AZURE,4,3.87,4.56,4.79
2022Q1,THE BAYRON,9,4.04,4.57,4.96
2022Q1,THE BAYSHORE,16,2.57,2.75,3.07
2022Q1,THE BEACON,2,3.81,4.13,4.65
2022Q1,THE BELVEDERE,15,3.21,3.46,3.76
2022Q1,THE BENCOOLEN,7,3.81,4.11,4.37
2022Q1,THE BERTH BY THE COVE,4,3.23,3.6,3.72
2022Q1,THE BOUTIQ,9,4.76,5.04,5.83
2022Q1,THE CALROSE,26,2.52,2.67,2.83
2022Q1,THE CAPE,15,3.87,4.72,4.9
2022Q1,THE CASCADIA,21,3.52,3.64,4.1
2022Q1,THE CENTREPOINT,9,3.55,4.24,4.99
2022Q1,THE CENTRIS,22,3.27,3.68,3.79
2022Q1,THE CHUAN,19,3.44,3.75,3.9
2022Q1,THE CLAYMORE,9,3.4,3.66,4.17
2022Q1,THE CLEARWATER,16,2.59,2.81,3.06
2022Q1,THE CLEMENT CANOPY,5,4.33,4.57,4.78
2022Q1,THE CLIFT,1,5.69,6.06,6.32
2022Q1,THE COAST AT SENTOSA COVE,4,3.48,3.79,4.4
2022Q1,THE COLONNADE,10,3.32,3.62,3.69
2022Q1,THE CORNWALL,10,3.71,4.14,4.48
2022Q1,THE COSMOPOLITAN,9,4.36,4.7,4.93
2022Q1,THE COTERIE @ HOLLAND,10,4.27,4.77,6.02
2022Q1,THE CREEK @ BUKIT,21,3.51,3.88,4.31
2022Q1,THE CREST,3,4.54,5.02,5.42
2022Q1,THE DAIRY FARM,23,2.09,2.34,2.47
2022Q1,THE DRAYCOTT,10,2.6,2.72,2.82
2022Q1,THE ESTA,15,3.56,3.86,4.1
2022Q1,THE ESTRELLA,5,3.0,3.13,3.18
2022Q1,THE ESTUARY,27,2.53,2.93,3.55
2022Q1,THE FORD @ HOLLAND,10,4.95,5.4,5.52
2022Q1,THE FORESTA @ MOUNT FABER,4,4.49,4.92,5.67
2022Q1,THE GALE,17,2.38,2.52,2.87
2022Q1,THE GARDEN RESIDENCES,19,4.69,4.95,5.58
2022Q1,THE GARDENS AT BISHAN,20,2.69,2.83,2.9
2022Q1,THE GLADES,16,4.05,4.65,4.96
2022Q1,THE GLYNDEBOURNE,11,3.93,4.14,4.41
2022Q1,THE GREENWICH,28,2.93,3.48,3.82
2022Q1,THE HILLFORD,21,4.77,5.02,5.52
2022Q1,THE HILLIER,23,3.84,4.0,4.35
2022Q1,THE HILLSIDE,21,2.28,2.37,2.55
2022Q1,THE IMPERIAL,9,4.41,4.55,4.83
2022Q1,THE INFLORA,17,2.99,3.6,4.06
2022Q1,THE INSPIRA,9,4.58,4.86,5.09
2022Q1,THE INTERLACE,4,3.46,3.82,4.17
2022Q1,THE INTERWEAVE,12,4.22,4.78,5.37
2022Q1,THE JADE,23,2.78,2.97,3.13
2022Q1,THE LAKEFRONT RESIDENCES,22,3.39,3.95,4.49
2022Q1,THE LAKESHORE,22,3.02,3.24,3.47
2022Q1,THE LANAI,23,2.92,2.97,3.0
2022Q1,THE LAURELS,9,5.35,5.73,6.11
2022Q1,THE LEVELZ,10,3.75,3.89,3.9
2022Q1,THE LIGHT @ CAIRNHILL,9,3.89,4.11,4.38
2022Q1,THE LINE @ TANJONG RHU,15,4.13,4.9,5.23
2022Q1,THE LUXURIE,19,2.9,3.03,3.29
2022Q1,THE MADEIRA,23,2.38,2.51,2.68
2022Q1,THE MAKENA,15,2.69,3.04,3.36
2022Q1,THE MAYFAIR,22,2.7,2.99,3.18
2022Q1,THE MERASAGA,10,4.16,4.3,4.57
2022Q1,THE MERCURY,10,4.25,4.49,4.72
2022Q1,THE METROPOLITAN CONDOMINIUM,3,3.79,4.05,4.47
2022Q1,THE METZ,9,5.67,6.17,6.57
2022Q1,THE MEYERISE,15,3.96,4.12,4.4
2022Q1,THE MEZZO,12,3.22,3.39,3.69
2022Q1,THE MILTONIA RESIDENCES,27,2.61,2.89,3.23
2022Q1,THE MINTON,19,2.79,3.05,3.42
2022Q1,THE MONTANA,10,3.6,4.27,4.69
2022Q1,THE NAUTICAL,27,2.62,2.79,3.45
2022Q1,THE NEXUS,21,3.08,3.4,3.74
2022Q1,THE OCEANFRONT @ SENTOSA COVE,4,4.3,4.38,5.08
2022Q1,THE ORCHARD RESIDENCES,9,6.08,6.44,6.99
2022Q1,THE PALETTE,18,2.7,3.04,3.5
2022Q1,THE PANORAMA,20,3.54,4.3,4.99
2022Q1,THE PARC CONDOMINIUM,5,3.13,3.37,3.57
2022Q1,THE PATERSON EDGE,9,4.15,4.29,4.92
2022Q1,THE PEAK@BALMEG,5,3.02,3.15,3.21
2022Q1,THE PETALS,23,2.11,2.52,2.85
2022Q1,THE PIER AT ROBERTSON,9,4.82,5.14,5.51
2022Q1,THE PLAZA,7,2.96,3.69,3.97
2022Q1,THE POIZ RESIDENCES,13,4.52,4.83,5.23
2022Q1,THE PROMENADE@PELIKAT,19,3.54,4.09,4.65
2022Q1,THE QUARTZ,19,2.6,2.72,2.96
2022Q1,THE QUINN,19,3.17,3.62,4.51
2022Q1,THE RED HOUSE,15,2.84,3.26,3.33
2022Q1,THE REGENCY AT TIONG BAHRU,3,4.4,4.53,4.74
2022Q1,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,4,4.44,4.52,4.64
2022Q1,THE RISE @ OXLEY - RESIDENCES,9,5.25,5.56,6.09
2022Q1,THE ROCHESTER RESIDENCES,5,3.82,4.12,4.34
2022Q1,THE SAIL @ MARINA BAY,1,4.88,5.24,5.83
2022Q1,THE SANTORINI,18,3.23,3.7,4.22
2022Q1,THE SCALA,19,3.72,3.92,4.65
2022Q1,THE SCOTTS TOWER,9,5.15,6.07,7.03
2022Q1,THE SEA VIEW,15,3.85,4.09,4.31
2022Q1,THE SEAFRONT ON MEYER,15,3.19,3.3,3.6
2022Q1,THE SEAWIND,15,3.69,3.95,4.49
2022Q1,THE SHELFORD,11,3.42,3.81,4.21
2022Q1,THE SHORE RESIDENCES,15,4.14,4.36,4.7
2022Q1,THE SIXTH AVENUE RESIDENCES,10,3.39,3.73,4.09
2022Q1,THE SKYWOODS,23,3.19,3.68,3.99
2022Q1,THE SOUND,15,3.77,3.89,4.05
2022Q1,THE SPRINGBLOOM,19,2.76,2.81,3.18
2022Q1,THE STELLAR,5,3.13,3.26,3.69
2022Q1,THE STERLING,21,3.0,3.31,3.45
2022Q1,THE SUITES AT CENTRAL,9,4.53,4.89,5.67
2022Q1,THE SUMMIT,16,2.2,2.56,3.01
2022Q1,THE SUNNY SPRING,14,2.44,2.58,2.9
2022Q1,THE TANAMERA,16,2.23,2.36,2.56
2022Q1,THE TAPESTRY,18,4.81,5.07,5.34
2022Q1,THE TEMBUSU,19,3.49,3.72,4.18
2022Q1,THE TENNERY,23,3.42,3.65,3.86
2022Q1,THE TESSARINA,10,2.98,3.24,3.35
2022Q1,THE TIER,12,4.21,4.27,4.68
2022Q1,THE TRILINQ,5,4.05,4.43,4.78
2022Q1,THE TRILLIUM,9,3.96,4.36,4.69
2022Q1,THE TRIZON,10,3.39,3.46,4.08
2022Q1,THE TRUMPS,14,3.03,3.46,3.68
2022Q1,THE VENUE RESIDENCES,13,3.37,4.0,4.69
2022Q1,THE VERANDAH RESIDENCES,5,4.37,5.21,5.57
2022Q1,THE VERMONT ON CAIRNHILL,9,4.68,4.79,4.95
2022Q1,THE VERVE,12,3.75,4.36,5.18
2022Q1,THE VISION,5,3.33,3.77,4.08
2022Q1,THE WARREN,23,2.34,2.53,2.81
2022Q1,THE WATER EDGE,14,3.84,4.04,4.65
2022Q1,THE WATERINA,14,2.91,3.08,3.46
2022Q1,THE WATERSIDE,15,2.53,2.7,2.8
2022Q1,THE WHARF RESIDENCE,9,4.52,4.93,5.16
2022Q1,THE WISTERIA,27,3.37,3.64,4.65
2022Q1,THOMSON 800,11,2.71,2.85,3.02
2022Q1,THOMSON EURO-ASIA,11,3.62,3.89,4.01
2022Q1,THOMSON GRAND,20,2.67,2.85,3.2
2022Q1,THOMSON IMPRESSIONS,20,3.4,4.32,4.65
2022Q1,THOMSON THREE,20,3.28,3.55,3.96
2022Q1,TIARA,9,3.38,3.68,3.92
2022Q1,TIONG BAHRU ESTATE,3,3.5,4.4,4.96
2022Q1,TRE RESIDENCES,14,4.09,4.56,5.1
2022Q1,TREE HOUSE,23,2.65,2.98,3.34
2022Q1,TRELLIS TOWERS,12,2.82,3.55,4.01
2022Q1,TRESALVEO,20,2.7,3.35,3.65
2022Q1,TREVISTA,12,3.53,3.89,4.06
2022Q1,TREVOSE PARK,11,2.83,2.99,3.49
2022Q1,TRIBECA,9,3.99,4.36,4.98
2022Q1,TRILIGHT,11,3.72,4.19,4.51
2022Q1,TRILIVE,19,3.41,3.91,4.01
2022Q1,TROPIKA EAST,14,3.66,3.95,4.49
2022Q1,TWIN REGENCY,3,4.17,4.48,4.6
2022Q1,TWIN VEW,5,4.45,4.71,5.02
2022Q1,UE SQUARE,9,3.32,3.86,4.2
2022Q1,UP@ROBERTSON QUAY,9,5.78,6.01,6.83
2022Q1,UPTOWN @ FARRER,8,6.01,6.39,6.63
2022Q1,URBAN SUITES,9,4.89,4.96,5.49
2022Q1,URBAN VISTA,16,3.64,4.06,4.32
2022Q1,URBANA,9,4.48,4.75,4.84
2022Q1,V ON SHENTON,1,4.92,5.53,6.23
2022Q1,VACANZA @ EAST,14,2.79,3.34,3.79
2022Q1,VALLEY PARK,10,3.29,3.45,3.7
2022Q1,VARSITY PARK CONDOMINIUM,5,3.23,3.58,3.82
2022Q1,VIBES @ EAST COAST,15,3.75,4.21,4.86
2022Q1,VIDA,9,4.62,5.13,5.92
2022Q1,VILLA DELLE ROSE,10,2.59,2.74,2.99
2022Q1,VILLA MARINA,15,2.32,2.52,2.7
2022Q1,VILLAGE @ PASIR PANJANG,5,2.95,3.11,3.66
2022Q1,VISIONCREST,9,4.65,4.97,5.25
2022Q1,VISTA RESIDENCES,12,3.4,3.55,3.82
